66.232.121.90			21
66.232.121.90			554
66.232.121.90			22
66.232.121.90			53
66.232.121.90			80
66.232.121.90			110
66.232.121.90			143
66.232.121.90			443
66.232.121.90			465
66.232.121.90			587
66.232.121.90			993
66.232.121.90			995
66.232.121.90			1167
66.232.121.90			1723
66.232.121.90			2082
66.232.121.90			2078
66.232.121.90			2083
66.232.121.90			2086
66.232.121.90			2077
66.232.121.90			2095
66.232.121.90			2087
66.232.121.90			2096
66.232.121.90			3306
